url,coverage_state,bucket,target,fix
https://www.themodernwallet.com/compare/va-loan-vs-conventional-loan/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/compare/vanguard-vs-fidelity-vs-schwab/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/vanguard-vs-fidelity/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/vanguard-vs-schwab/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/voo-vs-spy/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/whole-life-vs-term-life-insurance/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/whole-life-vs-universal-life-insurance/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/contact/,URL is unknown to Google,add internal links,src/components/SiteFooter.astro (already links this page); no code change,"Already linked sitewide (footer, every page) — re-submit only; no internal-linking or code change needed."
https://www.themodernwallet.com/credit-card-payoff/,URL is unknown to Google,add internal links,src/pages/calculators/index.astro (already lists this calculator); no code change,Already linked from /calculators/ and sitewide footer — re-submit only; no internal-linking or code change needed.
https://www.themodernwallet.com/editorial-policy/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/elder-care/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/estate-planning/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/freelance-rate/,URL is unknown to Google,add internal links,src/pages/calculators/index.astro (already lists this calculator); no code change,Already linked from /calculators/ and sitewide footer — re-submit only; no internal-linking or code change needed.
https://www.themodernwallet.com/freelance-rate/1099-vs-w2-calculator/,URL is unknown to Google,add internal links,src/pages/[category]/index.astro (instantiated for freelance-rate; already lists this spoke); no code change,Already linked from /freelance-rate/ hub — re-submit only; no internal-linking or code change needed.
https://www.themodernwallet.com/freelance-rate/billable-hours-calculator/,URL is unknown to Google,add internal links,src/pages/[category]/index.astro (instantiated for freelance-rate; already lists this spoke); no code change,Already linked from /freelance-rate/ hub — re-submit only; no internal-linking or code change needed.
https://www.themodernwallet.com/freelance-rate/day-rate-calculator/,URL is unknown to Google,add internal links,src/pages/[category]/index.astro (instantiated for freelance-rate; already lists this spoke); no code change,Already linked from /freelance-rate/ hub — re-submit only; no internal-linking or code change needed.
https://www.themodernwallet.com/guides/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/guides/0-percent-apr-car-loan-explained/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/250th-anniversary-coins/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/40-year-mortgage-explained/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/401k-beneficiary-rules/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/401k-contribution-limits-2026/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/529-investment-strategy-by-age/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/guides/529-leftover-money-options/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/guides/529-qualified-expenses/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/guides/advanced-estate-planning-strategies/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/ai-financial-advice-chatbots-guide/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/guides/am-i-ready-to-retire/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/guides/are-church-donations-tax-deductible/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/asset-allocation-by-age/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/auto-lease-buyout-calculator/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/average-hsa-balance-by-age/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/avoid-capital-gains-tax-on-land-sale/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/axos-bank-review/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/back-taxes-guide/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/guides/balance-transfer-credit-card-approval-odds/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/guides/balloon-payment-business-loan-explained/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/best-investment-account-for-kids/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/guides/bitcoin-retirement-calculator-considerations/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/borrowing-against-life-insurance/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/budget-variance-calculation-explained/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/build-a-retirement-plan-in-8-steps/,URL is unknown to Google,already-fixed — awaiting recrawl,src/data/guides.ts (build-a-retirement-plan-in-8-steps),"No action — fix already shipped; recorded so it isn't redone; awaiting Google recrawl (NO lastmod bump, NO re-submit — the page didn't change this run)."
https://www.themodernwallet.com/guides/business-credit-card-with-ein-only/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/business-line-of-credit-requirements/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/can-an-enrolled-agent-represent-you-in-tax-court/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/capital-gains-tax-for-seniors/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/capital-gains-tax-on-inherited-property/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/catch-up-on-retirement-savings-in-your-60s/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/chase-travel-portal-guide/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/guides/child-tax-credit-explained/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/coast-fire-for-couples/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/guides/coast-fire-guide/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/guides/college-savings-by-age/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/commercial-mortgage-calculator-explained/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/common-tax-filing-mistakes/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/concentrated-stock-position-risk/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/guides/credit-card-cash-advance-guide/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/guides/credit-card-gamification/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/credit-card-issuer-goodwill-call-guide/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/credit-card-perks-worth-it/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/guides/credit-score-for-0-apr-credit-card/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/guides/current-mortgage-rates-guide/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/guides/custodial-account-taxes-kiddie-tax/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/guides/custodial-roth-ira-for-kids/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/guides/dscr-loan-requirements/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/elder-care-planning-checklist/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/financial-advisor-worth-it/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/financial-planning-calculator/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/financial-planning-for-30-year-olds/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/first-time-estate-planning/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/guides/first-time-home-buyer-guide/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/guides/good-apr-for-credit-card/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/heloc-calculator-explained/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/high-yield-savings-account-for-kids-and-teens/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/home-equity-investment-guide/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/home-office-deduction/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/how-long-should-a-car-loan-be/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/how-long-to-pay-off-credit-card/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/guides/how-much-business-loan-can-i-qualify-for/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/how-much-do-i-need-to-retire-by-age/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/how-much-does-investing-1000-a-month-grow-to/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/how-much-emergency-fund/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/guides/how-much-life-insurance-do-i-need/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/guides/how-much-should-i-spend-on-rent/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/how-much-tax-will-i-pay/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/guides/how-much-to-save-for-retirement-average-earner/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/how-revenue-affects-business-loan-approval/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/guides/how-to-account-for-invoice-factoring/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/guides/how-to-become-a-401k-millionaire/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/how-to-budget-for-teens-college-students/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/how-to-budget-when-prices-keep-rising/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/how-to-budget-with-irregular-income/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/how-to-build-a-dividend-portfolio/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/how-to-buy-a-car/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/guides/how-to-choose-a-balance-transfer-credit-card/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/guides/how-to-choose-a-financial-advisor/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/guides/how-to-choose-an-investment-calculator/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/how-to-deal-with-debt-collectors/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/how-to-get-a-business-loan-with-bad-credit/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/how-to-invest-100k-to-1-million/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/how-to-invest-200k/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/how-to-open-a-custodial-brokerage-account-for-kids/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/guides/how-to-open-a-trump-account/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/guides/how-to-pay-for-grad-school/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/how-to-pay-yourself-llc/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/how-to-protect-assets-from-nursing-home/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/guides/how-to-read-a-personal-loan-review/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/how-to-retire-at-40/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/how-to-retire-at-67/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/how-to-retire-in-10-years-with-no-savings/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/how-to-retire-with-1-million/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/how-to-start-investing/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/how-to-stop-living-paycheck-to-paycheck/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/how-to-withdraw-from-401k/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/ideal-retirement-age-for-your-health/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/indexed-universal-life-insurance/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/infinite-banking/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/inherited-ira-taxes-explained/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/international-high-yield-savings-accounts/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/international-retirement-calculators/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/investment-appraisal-methods-npv-irr/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/ira-contribution-limits-2026/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/is-3-million-enough-to-retire-at-40/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/is-60-40-portfolio-dead/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/is-a-living-trust-worth-it/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/guides/is-a-money-market-account-worth-it/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/is-driving-around-for-cheaper-gas-worth-it/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/is-extended-car-warranty-worth-it/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/guides/is-inheritance-marital-property/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/is-military-disability-retirement-pay-taxable/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/is-possible-finance-a-good-personal-loan-option/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/is-prosper-a-good-personal-loan-lender/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/is-savings-and-cd-interest-taxable/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/is-social-security-taxable/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/is-splash-financial-a-good-personal-loan-lender/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/iul-agent-commission-explained/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/iul-for-kids-child-life-insurance/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/iul-illustrations-by-carrier/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/lending-money-to-family-boundaries/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/lessons-from-2008-housing-crash/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/guides/mega-backdoor-roth-401k/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/money-market-account-debit-card/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/guides/money-market-account/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/guides/mortgage-amortization-schedule-excel-template/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/mortgage-early-payoff-tax-implications/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/guides/mortgage-refinance-closing-costs/,URL is unknown to Google,add internal links,src/pages/guides/index.astro (already lists this slug); no code change,Already linked from /guides/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
